Tiempo_s,TorqueSolicitado_Nm,TorqueMotor_Nm,VelocidadMotor_rpm,VelocidadAngular_rad_s,PotenciaMecanica_kW,PotenciaElectrica_kW,CorrienteDC_A,Eficiencia_pct,PotenciaRegenerativa_kW,Perdidas_kW
2.4,60,60,600,62.8318530717959,3.76991118430775,4.0977295481606,11.5104762588781,92,0,0.327818363852848
2.5,62.5,62.5,625,65.4498469497874,4.09061543436171,4.44632112430621,12.4896660795118,92,0,0.355705689944496
2.6,65,65,650,68.0678408277789,4.42440965380563,4.80914092804959,13.5088228316,92,0,0.384731274243967
2.7,67.5,67.5,675,70.6858347057703,4.7712938426395,5.18618895939076,14.5679465151426,92,0,0.414895116751261
2.8,70,70,700,73.3038285837618,5.13126800086333,5.5774652183297,15.6670371301396,92,0,0.446197217466376
2.9,72.5,72.5,725,75.9218224617534,5.50433212847712,5.98296970486643,16.8060946765911,92,0,0.478637576389315
3,75,75,750,78.5398163397448,5.89048622548086,6.40270241900094,17.985119154497,92,0,0.512216193520075
3.1,77.5,77.5,775,81.1578102177363,6.28973029187457,6.83666336073322,19.2041105638574,92,0,0.546933068858658
3.2,80,80,800,83.7758040957278,6.70206432765823,7.28485253006329,20.4630689046722,92,0,0.582788202405063
3.3,82.5,82.5,825,86.3937979737193,7.12748833283184,7.74726992699113,21.7619941769414,92,0,0.619781594159291
3.4,85,85,850,89.0117918517108,7.56600230739542,8.22391555151676,23.1008863806651,92,0,0.657913244121341
3.5,87.5,87.5,875,91.6297857297023,8.01760625134895,8.71478940364016,24.4797455158432,92,0,0.697183152291213
3.6,90,90,900,94.2477796076938,8.48230016469244,9.21989148336135,25.8985715824757,92,0,0.737591318668907
3.7,92.5,92.5,925,96.8657734856853,8.96008404742589,9.73922179068031,27.3573645805627,92,0,0.779137743254425
3.8,95,95,950,99.4837673636768,9.4509578995493,10.2727803255971,28.8561245101041,92,0,0.821822426047764
3.9,97.5,97.5,975,102.101761241668,9.95492172106266,10.8205670881116,30.3948513711,92,0,0.865645367048926
4,100,100,1000,104.71975511966,10.471975511966,11.3825820782239,31.9735451635502,92,0,0.910606566257911
4.1,102.5,102.5,1025,107.337748997651,11.0021192722593,11.958825295934,33.592205887455,92,0,0.956706023674718
4.2,105,105,1050,109.955742875643,11.5453530019425,12.5492967412418,35.2508335428141,92,0,1.00394373929935
4.3,107.5,107.5,1075,112.573736753634,12.1016767010157,13.1539964141475,36.9494281296277,92,0,1.0523197131318
4.4,110,110,1100,115.191730631626,12.6710903694788,13.7729243146509,38.6879896478958,92,0,1.10183394517207
4.5,112.5,112.5,1125,117.809724509617,13.2535940073319,14.4060804427521,40.4665180976183,92,0,1.15248643542017
4.6,115,115,1150,120.427718387609,13.849187614575,15.0534647984511,42.2850134787952,92,0,1.20427718387609
4.7,117.5,117.5,1175,123.0457122656,14.457871191208,15.7150773817479,44.1434757914266,92,0,1.25720619053983
4.8,120,120,1200,125.663706143592,15.079644737231,16.3909181926424,46.0419050355124,92,0,1.31127345541139
4.9,122.5,122.5,1225,128.281700021583,15.7145082526439,17.0809872311347,47.9803012110526,92,0,1.36647897849078
5,125,125,1250,130.899693899575,16.3624617374468,17.7852844972248,49.9586643180473,92,0,1.42282275977798
5.1,127.5,127.5,1275,133.517687777566,17.0235051916397,18.5038099909127,51.9769943564964,92,0,1.48030479927302
5.2,130,130,1300,136.135681655558,17.6976386152225,19.2365637121984,54.0352913263999,92,0,1.53892509697587
5.3,132.5,132.5,1325,138.753675533549,18.3848620081953,19.9835456610818,56.1335552277579,92,0,1.59868365288655
5.4,135,135,1350,141.371669411541,19.085175370558,20.744755837563,58.2717860605703,92,0,1.65958046700504
5.5,137.5,137.5,1375,143.989663289532,19.7985787023107,21.520194241642,60.4499838248372,92,0,1.72161553933136
5.6,140,140,1400,146.607657167524,20.5250720034533,22.3098608733188,62.6681485205585,92,0,1.7847888698655
5.7,142.5,142.5,1425,149.225651045515,21.2646552739859,23.1137557325934,64.9262801477342,92,0,1.84910045860747
5.8,145,145,1450,151.843644923507,22.0173285139085,23.9318788194657,67.2243787063644,92,0,1.91455030555726
5.9,147.5,147.5,1475,154.461638801498,22.783091723221,24.7642301339358,69.562444196449,92,0,1.98113841071487
6,150,150,1500,157.07963267949,23.5619449019235,25.6108096760037,71.9404766179881,92,0,2.0488647740803
6.1,152.5,152.5,1525,159.697626557481,24.3538880500159,26.4716174456694,74.3584759709816,92,0,2.11772939565355
6.2,155,155,1550,162.315620435473,25.1589211674983,27.3466534429329,76.8164422554295,92,0,2.18773227543463
6.3,157.5,157.5,1575,164.933614313464,25.9770442543706,28.2359176677941,79.3143754713319,92,0,2.25887341342353
6.4,160,160,1600,167.551608191456,26.8082573106329,29.1394101202532,81.8522756186886,92,0,2.33115280962025
6.5,162.5,162.5,1625,170.169602069447,27.6525603362852,30.05713080031,84.4301426974999,92,0,2.4045704640248
6.6,165,165,1650,172.787595947439,28.5099533313274,30.9890797079645,87.0479767077656,92,0,2.47912637663716
6.7,167.5,167.5,1675,175.40558982543,29.3804362957595,31.9352568432169,89.7057776494857,92,0,2.55482054745735
6.8,170,170,1700,178.023583703422,30.2640092295817,32.895662206067,92.4035455226602,92,0,2.63165297648536
6.9,172.5,172.5,1725,180.641577581413,31.1606721327938,33.870295796515,95.1412803272892,92,0,2.7096236637212
7,175,175,1750,183.259571459405,32.0704250053958,34.8591576145607,97.9189820633726,92,0,2.78873260916485
7.1,177.5,177.5,1775,185.877565337396,32.9932678473878,35.8622476602041,100.736650730911,92,0,2.86897981281633
7.2,180,180,1800,188.495559215388,33.9292006587698,36.8795659334454,103.594286329903,92,0,2.95036527467563
7.3,182.5,182.5,1825,191.113553093379,34.8782234395417,37.9111124342844,106.49188886035,92,0,3.03288899474275
7.4,185,185,1850,193.731546971371,35.8403361897036,38.9568871627213,109.429458322251,92,0,3.1165509730177
7.5,187.5,187.5,1875,196.349540849362,36.8155389092554,40.0168901187559,112.406994715606,92,0,3.20135120950047
7.6,190,190,1900,198.967534727354,37.8038315981972,41.0911213023882,115.424498040416,92,0,3.28728970419105
7.7,192.5,192.5,1925,201.585528605345,38.8052142565289,42.1795807136184,118.481968296681,92,0,3.37436645708947
7.8,195,195,1950,204.203522483337,39.8196868842506,43.2822683524463,121.5794054844,92,0,3.46258146819571
7.9,197.5,197.5,1975,206.821516361328,40.8472494813623,44.3991842188721,124.716809603573,92,0,3.55193473750976
8,200,200,2000,209.43951023932,41.8879020478639,45.5303283128955,127.894180654201,92,0,3.64242626503165
8.1,202.5,202.5,2025,212.057504117311,42.9416445837555,46.6757006345168,131.111518636283,92,0,3.73405605076135
8.2,205,205,2050,214.675497995303,44.008477089037,47.8353011837359,134.36882354982,92,0,3.82682409469887
8.3,207.5,207.5,2075,217.293491873294,45.0883995637085,49.0091299605527,137.666095394811,92,0,3.92073039684421
8.4,210,210,2100,219.911485751286,46.18141200777,50.1971869649673,141.003334171257,92,0,4.01577495719738
8.5,212.5,212.5,2125,222.529479629277,47.2875144212214,51.3994721969797,144.380539879157,92,0,4.11195777575838
8.6,215,215,2150,225.147473507269,48.4067068040627,52.6159856565899,147.797712518511,92,0,4.20927885252719
8.7,217.5,217.5,2175,227.76546738526,49.5389891562941,53.8467273437979,151.25485208932,92,0,4.30773818750383
8.8,220,220,2200,230.383461263251,50.6843614779153,55.0916972586036,154.751958591583,92,0,4.40733578068829
8.9,222.5,222.5,2225,233.001455141243,51.8428237689266,56.3508954010071,158.289032025301,92,0,4.50807163208057
9,225,225,2250,235.619449019235,53.0143760293278,57.6243217710084,161.866072390473,92,0,4.60994574168068
9.1,227.5,227.5,2275,238.237442897226,54.1990182591189,58.9119763686075,165.4830796871,92,0,4.7129581094886
9.2,230,230,2300,240.855436775218,55.3967504583,60.2138591938044,169.140053915181,92,0,4.81710873550435
9.3,232.5,232.5,2325,243.473430653209,56.6075726268711,61.529970246599,172.836995074716,92,0,4.92239761972792
9.4,235,235,2350,246.0914245312,57.8314847648321,62.8603095269914,176.573903165706,92,0,5.02882476215931
9.5,237.5,237.5,2375,248.709418409192,59.0684868721831,64.2048770349816,180.350778188151,92,0,5.13639016279853
9.6,240,240,2400,251.327412287184,60.318578948924,65.5636727705696,184.167620142049,92,0,5.24509382164556
9.7,242.5,242.5,2425,253.945406165175,61.5817609950549,66.9366967337554,188.024429027403,92,0,5.35493573870042
9.8,245,245,2450,256.563400043166,62.8580330105758,68.3239489245389,191.92120484421,92,0,5.46591591396312
9.9,247.5,247.5,2475,259.181393921158,64.1473949954866,69.7254293429202,195.857947592472,92,0,5.57803434743361
10,250,250,2500,261.799387799149,65.4498469497874,71.1411379888993,199.834657272189,92,0,5.69129103911194
10.1,250,250,2505,262.322986574748,65.5807466436869,71.2834202648771,200.234326586733,92,0,5.70267362119016
10.2,250,250,2510,262.846585350346,65.7116463375865,71.4257025408549,200.633995901278,92,0,5.71405620326838
10.3,250,250,2515,263.370184125944,65.8425460314861,71.5679848168327,201.033665215822,92,0,5.72543878534662
10.4,250,250,2520,263.893782901543,65.9734457253857,71.7102670928105,201.433334530367,92,0,5.73682136742484
10.5,250,250,2525,264.417381677141,66.1043454192852,71.8525493687883,201.833003844911,92,0,5.74820394950306
10.6,250,250,2530,264.940980452739,66.2352451131848,71.9948316447661,202.232673159455,92,0,5.75958653158128
10.7,250,250,2535,265.464579228338,66.3661448070844,72.1371139207439,202.632342474,92,0,5.77096911365951
10.8,250,250,2540,265.988178003936,66.4970445009839,72.2793961967217,203.032011788544,92,0,5.78235169573773
